
=== Top 50 Cumulative Time Entries ===
         175810 function calls (170411 primitive calls) in 0.317 seconds

   Ordered by: cumulative time
   List reduced from 2757 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:1270(scan_plain)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:4971(_join_determine_implicit_left_side)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:485(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/_collections.py:240(__init__)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:779(join)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlmodel/sql/_expression_select_cls.py:21(where)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/coercions.py:1032(_literal_coercion)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/decorators.py:530(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/base.py:981(_list_py_dir)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/reader.py:177(update_raw)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/revision.py:267(_detect_cycles)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/padding.py:125(__rich_measure__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/poolmanager.py:330(connection_from_pool_key)
       13    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/revision.py:1591(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/_collections.py:335(extend)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:1447(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/repository/context_messages/transform.py:31(get_time_since_most_recent_user_message)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/annotation.py:86(_annotations_cache_key)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/lexers/pygments.py:180(__init__)
        7    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:1170(_close_pool_connections)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:1507(close)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2419(visit_grouping)
       43    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2920(value_from_envvar)
      124    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/utils.py:95(_split_annotation_from_typer_annotations)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/page_navigation.py:34(load_page_navigation_bindings)
       59    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/langhelpers.py:389(_inspect_func_args)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2752(_generate_delimited_list)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/utils/clock.py:39(ensure_utc)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/base.py:1317(_set_parent_with_dispatch)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:3070(visit_unary)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:4691(go)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/alembic/versions/0fe803cc98f1_add_source_metadata_column.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/segment.py:325(adjust_line_length)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:409(prepare_url)
      138    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/cache.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/poolmanager.py:229(_new_pool)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py:475(orm_pre_session_exec)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2779(visit_clauselist)
       43    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2358(process_value)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/toolz/dicttoolz.py:19(merge)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:3472(_generate_generic_unary_operator)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/paths.py:37(get_prompt_history_path)
        9    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/parser.py:273(parse_node)
       10    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2753(<genexpr>)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/annotation.py:92(_gen_annotations_cache_key)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/toolz/itertoolz.py:248(unique)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/base.py:159(from_config)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/sqltypes.py:1110(adapt)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py:2592(expunge_all)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:980(__init__)
       48    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/parser.py:162(__init__)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/coercions.py:845(_literal_coercion)
       10    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2755(<genexpr>)
       43    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2901(resolve_envvar_value)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:1457(get_style)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/base.py:1790(visit_array)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/paths.py:31(get_cache_dir)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/lexers/pygments.py:106(from_pygments_lexer_cls)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py:1737(create_cursor)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/paths.py:45(get_log_file_path)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/lexers/pygments.py:79(__init__)
       54    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/revision.py:876(_iterate_related_revisions)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:175(__init__)
       95    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/cells.py:33(cached_cell_len)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:751(checkin)
      476    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/identity.py:207(_add_unpresent)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/shortcuts/prompt.py:790(_create_prompt_bindings)
       16    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typing_extensions.py:3029(_collect_parameters)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:116(iter_params_for_processing)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/parser.py:270(parse_block_node_or_indentless_sequence)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/util.py:203(find_left_clause_to_join_from)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:1424(adapt)
       13    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:3915(bindparam_string)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/util/url.py:367(parse_url)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:708(__rich_measure__)
       10    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/_collections.py:550(__setitem__)
       94    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/visitors.py:508(dispatch)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/main.py:641(generate_list_convertor)
        9    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:443(copy)
      476    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlmodel/main.py:813(__setattr__)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:4383(_add_to_result_map)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:451(_return_conn)
      522    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/event/attr.py:374(__call__)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/impl.py:304(_do_return_conn)
      187    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/main.py:797(lenient_issubclass)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:1265(_static_cache_key)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/controls.py:513(__init__)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/colorama/ansitowin32.py:46(write)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:782(close)
       43    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2369(resolve_envvar_value)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:2096(_render_buffer)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:1043(width)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/colorama/ansitowin32.py:175(write)
       80    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/segment.py:344(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/shortcuts/prompt.py:495(_create_default_buffer)
       17    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/repository/memories/queries.py:161(<lambda>)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/pytz/__init__.py:242(localize)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:878(__close)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/state.py:466(_detach_states)
      436    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/state.py:543(dict)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/parser.py:139(parse_implicit_document_start)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:1400(adapt_to_emulated)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/vi.py:1487(repeat)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:1505(__init__)
       43    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2298(type_cast_value)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/cookies.py:124(extract_cookies_to_jar)
       33    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/filters/base.py:47(__or__)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py:1605(_simple_statement)
       72    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:5239(__new__)
      115    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:145(need_more_tokens)
       15    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/_collections.py:526(get)
       37    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:409(_gen_cache_key)
       14    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:2606(__init__)
       40    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/psycopg2/extensions.py:172(_param_escape)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/menus.py:634(__init__)
       57    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/_wrap.py:12(words)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py:1758(create_default_cursor)
       10    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:1761(_bind_processors)
    34/31    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:2705(to_container)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:5260(visit_join)
      655    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/reader.py:87(peek)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/style.py:496(parse)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/sessions.py:390(__init__)
      153    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/util/langhelpers.py:250(to_tuple)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/response.py:256(get)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:5266(_find_columns)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/strategies.py:207(setup_query)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:268(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/visitors.py:925(traverse)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:364(_close_connection)
        9    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:1092(flatten_spans)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/visitors.py:873(traverse_using)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:631(__init__)
      2/1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/operators.py:586(__ne__)
       15    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/colorama/ansitowin32.py:49(isatty)
       26    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/cursor.py:1532(_soft_close)
       40    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2859(get_default)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/toolz/functoolz.py:893(is_valid_args)
       64    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typing_extensions.py:1180(<genexpr>)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/result.py:1160(_getter)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/auto_suggest.py:21(load_auto_suggest_bindings)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/utils/clock.py:7(<lambda>)
       59    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/instrumentation.py:402(post_configure_attribute)
       59    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/attributes.py:833(__init__)
       48    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/state.py:514(_cleanup)
       13    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:6105(where)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:3281(_literal_execute_expanding_parameter)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/page_navigation.py:68(load_vi_page_navigation_bindings)
       62    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/segment.py:81(cell_length)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/visitors.py:816(iterate)
       12    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/inspection.py:113(inspect)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:965(append)
       59    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/interfaces.py:1133(_strategy_lookup)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/main.py:613(determine_type_convertor)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/panel.py:109(_title)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/annotation.py:343(_compiler_dispatch)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:6418(_all_selected_columns)
      484    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/identity.py:219(get)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:860(truncate)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/repository/context_messages/validations.py:91(validate)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/markup.py:106(render)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py:708(do_close)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/layout.py:40(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/postgres_manager.py:103(_get_config_path)
       23    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:1771(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/utils.py:204(get_netrc_auth)
        5    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connection.py:355(putheader)
       16    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:3954(_from_objects)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:2139(_gen_cache_key)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connection.py:320(close)
       15    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:1820(construct_params)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/colorama/ansitowin32.py:81(__init__)
        9    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/config.py:320(get_main_option)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/result.py:2330(_soft_close)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/main.py:435(solve_typer_info_defaults)
       66    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/types.py:1003(convert_type)
       75    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:2455(_log_desc)
      126    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/_collections.py:311(<genexpr>)
       81    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/event/base.py:159(__getattr__)
        7    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:2996(_process_clauses_for_boolean)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:3391(self_and_descendants)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/open_in_editor.py:19(load_open_in_editor_bindings)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/layout.py:89(focus)
       84    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/annotation.py:97(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:1487(_collect_renderables)
