
=== Top 50 Cumulative Time Entries ===
         175810 function calls (170411 primitive calls) in 0.317 seconds

   Ordered by: cumulative time
   List reduced from 2757 to 50 due to restriction <50>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/event/base.py:187(_join)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py:225(_init_global_attributes)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/path_registry.py:733(mapper)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:406(_clone)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:85(path_url)
       12    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:159(copy)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/ctx.py:127(chat_model)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/coercions.py:1020(_implicit_coercions)
        7    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/key_bindings.py:591(__init__)
       14    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/parser.py:114(get_event)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/layout.py:338(walk)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/result.py:1135(scalars)
       12    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py:4365(_is_clean)
       19    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/instrumentation.py:246(is_mapped)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:4078(_from_objects)
       30    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:1514(reset)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/layout.py:372(reset)
       10    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/protocol.py:19(rich_cast)
       38    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/reader.py:94(prefix)
        9    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:7512(quote_schema)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/cells.py:96(set_cell_size)
       17    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/ctx.py:119(max_in_context_message_age)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/utils.py:900(default_headers)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:315(_creator)
    30/11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/layout.py:396(walk)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/dialects/postgresql/_psycopg_common.py:132(create_connect_args)
        9    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/resolver.py:143(resolve)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/adapters.py:536(close)
       13    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/revision.py:303(<lambda>)
       51    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:3309(_render_bindtemplate)
       15    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/coercions.py:807(_post_coercion)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:1398(_reset)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:2972(_polymorphic_adapter)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/repository/context_messages/transform.py:36(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/config.py:239(get_section)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:2698(_connection_begin_impl)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:106(_encode_params)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/buffer.py:1864(_create_auto_validate_coroutine)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/base.py:112(versions)
      124    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/models.py:511(__init__)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/_elements_constructors.py:1593(text)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2988(function_argspec)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/style.py:335(_make_ansi_codes)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:2055(_prop_set)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/util/url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/adapters.py:240(init_poolmanager)
       12    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:867(_unwrapped_dialect_impl)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/event/api.py:28(_event_key)
       16    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:5253(_memoized_method_lower)
      3/1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:323(reset)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:2660(visit_textclause)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/toolz/_signatures.py:687(_is_valid_args)
        7    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/containers.py:111(justify)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/renderer.py:377(reset)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/url.py:761(_get_entrypoint)
       60    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/named_commands.py:55(get_by_name)
       14    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:791(iter_text)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/psycopg2/_json.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/shortcuts/prompt.py:193(__init__)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:713(<genexpr>)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:295(save_possible_simple_key)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/compat.py:66(inspect_getfullargspec)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/psycopg2/_json.py:89(register_json)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:371(fetch_stream_end)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/interfaces.py:1007(_memoized_attr__wildcard_token)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/pool/base.py:331(_should_wrap_creator)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:3072(__init__)
      125    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:898(mapper)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py:272(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:588(prepare_auth)
       66    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:4945(_from_objects)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/url.py:737(_instantiate_plugins)
      173    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/filters/base.py:228(__or__)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:2952(_from_objects)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/schema.py:4330(_set_parent)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:2656(_should_select_with_poly_adapter)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/url.py:152(create)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/input/posix_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:4680(_column_naming_convention)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/style.py:600(combine)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:582(_has_bind_expression)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:2150(_has_bind_expression)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/runtime/migration.py:534(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/typing.py:336(is_non_string_iterable)
        7    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/containers.py:105(extend)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/annotation.py:296(_annotate)
       98    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:264(next_possible_simple_key)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/output/color_depth.py:36(from_env)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typing_extensions.py:626(__instancecheck__)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/coercions.py:1006(_literal_coercion)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/utils.py:1034(check_header_validity)
       18    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/structures.py:51(__getitem__)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/base.py:688(get_plugin_class)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/interfaces.py:1012(_memoized_attr__default_path_loader_key)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/output/vt100.py:407(__init__)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/base.py:710(_get_plugin_class_for_plugin)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/base.py:78(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/color.py:431(parse)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/widgets/toolbars.py:345(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/base.py:120(_version_locations)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/reader.py:146(update)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/adapters.py:90(_urllib3_request_context)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:2049(bind_processor)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py:455(_column_naming_convention)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/psycopg2/_json.py:128(register_default_json)
        7    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/cursor.py:1098(fetchone)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/ctx.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/alembic/versions/140daba72332_centralize_vectors.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py:1089(_begin_impl)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:909(text)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/pygments/lexer.py:145(__init__)
       14    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:325(unwind_indent)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/poolmanager.py:267(clear)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/log.py:287(__set__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/config/llm.py:61(get_chat_model)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:630(prepare_hooks)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/util/timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/alembic/versions/7781f460cde2_add_memory_ops_table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/langhelpers.py:477(get_func_kwargs)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/key_binding/bindings/cpr.py:15(load_cpr_bindings)
       21    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py:1620(executemany)
       19    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/langhelpers.py:1584(__get__)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/text.py:430(blank_copy)
       12    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:125(peek_token)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:3604(__init__)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:2290(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/sessions.py:159(resolve_redirects)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/console.py:232(reset_height)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typer/_completion_classes.py:186(completion_init)
       36    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/annotation.py:366(__hash__)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/context.py:2329(_select_args)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:1145(_normalize_host)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/alembic/versions/bc853b0f6e47_change_status_updates_to_json.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/naming.py:191(_constraint_name)
       59    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:5344(type)
        5    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/cursor.py:2126(_fetchone_impl)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:2726(__init__)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/measure.py:24(normalize)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/util/retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/compiler.py:5114(order_by_clause)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/cli/main.py:576(save_profile)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/identity.py:259(all_states)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/alembic/versions/4ed800abf24a_rm_vector_timestamps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/scanner.py:48(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/utils.py:660(requote_uri)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:294(_put_conn)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/functions.py:611(_from_objects)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/layout/containers.py:1045(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:494(prepare_body)
       49    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/path_registry.py:385(_getitem)
       11    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/base.py:344(opt_manager_of_class)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/models.py:207(register_hook)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/typing_extensions.py:2976(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/response.py:210(_get_decoder)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/_collections.py:291(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:599(close)
       13    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/script/revision.py:282(<lambda>)
        3    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/colorama/ansitowin32.py:185(reset_all)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:1510(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/rule.py:23(__init__)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/type_api.py:767(_type_affinity)
       17    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/repository/context_messages/transform.py:22(is_system_instruction)
       26    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/alembic/util/langhelpers.py:263(dedupe_tuple)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/styles/style.py:351(merge_styles)
        5    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/log.py:104(_should_log_info)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/elroy/db/postgres/alembic/versions/1138d225c857_optional_goal_cols.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:2203(__repr__)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/base.py:1960(_append_new_column)
        8    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/requests/utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py:5327(_with_annotations)
        4    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/engine/result.py:502(_iterator_getter)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/toolz/_signatures.py:692(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/urllib3/connectionpool.py:346(_get_timeout)
       13    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/sql/selectable.py:3888(__init__)
       12    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/prompt_toolkit/filters/base.py:188(__init__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/util/langhelpers.py:360(load)
       66    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/orm/mapper.py:885(_gen_cache_key)
       28    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/rich/containers.py:75(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/parser.py:127(parse_stream_start)
        2    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/click/core.py:478(scope)
        6    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/yaml/constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 /Users/tombedor/development/elroy/.venv/lib/python3.12/site-packages/sqlalchemy/event/attr.py:332(for_modify)
